001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
008/076_2015-10-25_19-05-02.log:<181>Oct 25 19:11:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.34]
008/076_2015-10-25_19-05-02.log:<181>Oct 25 19:11:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.35]
008/076_2015-10-25_19-05-02.log:<181>Oct 25 19:30:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.37]
008/077_2015-10-25_19-33-40.log:<181>Oct 25 19:51:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.38]
008/077_2015-10-25_19-33-40.log:<181>Oct 25 19:53:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.41]
008/077_2015-10-25_19-33-40.log:<181>Oct 25 19:55:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.41]
008/077_2015-10-25_19-33-40.log:<181>Oct 25 19:55:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.41]
008/077_2015-10-25_19-33-40.log:<181>Oct 25 19:55:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.41]
008/078_2015-10-25_19-57-15.log:<181>Oct 25 20:07:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/079_2015-10-25_20-20-11.log:<181>Oct 25 20:23:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.42]
008/079_2015-10-25_20-20-11.log:<181>Oct 25 20:23:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.42]
008/079_2015-10-25_20-20-11.log:<181>Oct 25 20:28:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.11]
008/079_2015-10-25_20-20-11.log:<181>Oct 25 20:37:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-3b-0-6e, IP: 192.168.179.43]
008/080_2015-10-25_20-41-50.log:<181>Oct 25 20:46:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.38]
008/080_2015-10-25_20-41-50.log:<181>Oct 25 20:56:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/081_2015-10-25_21-12-21.log:<181>Oct 25 21:26:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/083_2015-10-25_22-07-34.log:<181>Oct 25 22:11:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/083_2015-10-25_22-07-34.log:<181>Oct 25 22:12:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
008/083_2015-10-25_22-07-34.log:<181>Oct 25 22:19:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.30]
008/083_2015-10-25_22-07-34.log:<181>Oct 25 22:20:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.30]
008/083_2015-10-25_22-07-34.log:<181>Oct 25 22:41:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.44]
008/084_2015-10-25_22-44-13.log:<181>Oct 25 22:54:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.32]
008/084_2015-10-25_22-44-13.log:<181>Oct 25 22:54:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.45]
008/084_2015-10-25_22-44-13.log:<181>Oct 25 23:18:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.45]
008/085_2015-10-25_23-24-05.log:<181>Oct 25 23:23:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.46]
008/085_2015-10-25_23-24-05.log:<181>Oct 25 23:23:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.41]
008/086_2015-10-25_23-54-29.log:<181>Oct 26 00:24:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/087_2015-10-26_00-26-06.log:<181>Oct 26 00:29:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/087_2015-10-26_00-26-06.log:<181>Oct 26 00:44:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.45]
008/087_2015-10-26_00-26-06.log:<181>Oct 26 00:44:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.45]
008/088_2015-10-26_00-10-45.log:<181>Oct 26 00:10:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/088_2015-10-26_00-10-45.log:<181>Oct 26 00:11:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/088_2015-10-26_00-10-45.log:<181>Oct 26 00:24:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.38]
008/088_2015-10-26_00-10-45.log:<181>Oct 26 00:27:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.44]
008/089_2015-10-26_00-52-05.log:<181>Oct 26 00:59:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/089_2015-10-26_00-52-05.log:<181>Oct 26 01:07:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/090_2015-10-26_01-32-57.log:<181>Oct 26 01:38:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/090_2015-10-26_01-32-57.log:<181>Oct 26 01:43:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/091_2015-10-26_02-16-06.log:<181>Oct 26 02:38:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/092_2015-10-26_03-00-30.log:<181>Oct 26 03:13:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.15]
008/092_2015-10-26_03-00-30.log:<181>Oct 26 03:18:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.11]
008/092_2015-10-26_03-00-30.log:<181>Oct 26 03:33:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-2-b4-66-f3-3b, IP: 192.168.1.35]
008/093_2015-10-26_03-35-58.log:<181>Oct 26 04:04:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.1.33]
008/094_2015-10-26_04-18-45.log:<181>Oct 26 04:17:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.30]
008/094_2015-10-26_04-18-45.log:<181>Oct 26 04:47:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/094_2015-10-26_04-18-45.log:<181>Oct 26 04:50:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.31]
008/095_2015-10-26_05-01-03.log:<181>Oct 26 05:06:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/095_2015-10-26_05-01-03.log:<181>Oct 26 05:26:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.32]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 05:56:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.33]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 06:08:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 06:15:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 06:15:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 06:20:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
008/096_2015-10-26_05-38-58.log:<181>Oct 26 06:23:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 06:50:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-2-b4-66-f3-3b, IP: 192.168.1.35]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 06:51:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:02:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.31]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:03:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:25:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.36]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:25:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:25:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
008/097_2015-10-26_06-31-40.log:<181>Oct 26 07:25:54 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 07:27:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 07:46:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.32]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 07:55:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.1.11]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 07:56:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f4-9-d8-72-f0-cd, IP: 192.168.1.12]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 08:08:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.39]
008/098_2015-10-26_07-27-37.log:<181>Oct 26 08:08:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.13]
008/099_2015-10-26_08-17-38.log:<181>Oct 26 08:30:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.45]
008/099_2015-10-26_08-17-38.log:<181>Oct 26 08:56:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.35]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 09:58:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.34]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 10:23:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.34]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 10:36:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.37]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 10:41:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.14]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 10:42:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.37]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 10:44:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.14]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 11:14:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 11:15:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.38]
008/100_2015-10-26_09-52-29.log:<181>Oct 26 11:15:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.38]
009/001_2015-10-26_11-22-29.log:<181>Oct 26 12:07:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.38]
009/001_2015-10-26_11-22-29.log:<181>Oct 26 12:08:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.32]
009/001_2015-10-26_11-22-29.log:<181>Oct 26 12:09:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.32]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 12:44:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.46]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 12:49:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.45]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 12:56:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.32]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 13:10:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.37]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 13:17:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.37]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 13:18:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 13:21:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.33]
009/002_2015-10-26_12-39-07.log:<181>Oct 26 13:37:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.33]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 13:54:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.33]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 13:59:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.33]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:01:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.33]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:11:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.35]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:31:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.36]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:31:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-98-d1-4f-12-5a, IP: 192.168.179.37]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:31:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-98-d1-4f-12-5a, IP: 192.168.179.37]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:49:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-98-d1-4f-12-5a, IP: 192.168.179.37]
009/003_2015-10-26_13-51-53.log:<181>Oct 26 14:49:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-98-d1-4f-12-5a, IP: 192.168.179.37]
009/004_2015-10-26_14-54-04.log:<181>Oct 26 14:55:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.39]
009/004_2015-10-26_14-54-04.log:<181>Oct 26 15:00:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.40]
009/004_2015-10-26_14-54-04.log:<181>Oct 26 15:19:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.32]
009/004_2015-10-26_14-54-04.log:<181>Oct 26 15:19:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
009/005_2015-10-26_15-38-50.log:<181>Oct 26 15:38:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.40]
009/005_2015-10-26_15-38-50.log:<181>Oct 26 16:09:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.30]
009/006_2015-10-26_16-35-59.log:<181>Oct 26 17:07:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.39]
009/007_2015-10-26_17-12-30.log:<181>Oct 26 17:22:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.41]
009/007_2015-10-26_17-12-30.log:<181>Oct 26 17:43:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.45]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:17:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:17:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:20:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:20:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:20:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:20:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-8f-5c-16-b0-3c, IP: 192.168.179.30]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:42:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:45:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-99-71-e4-1c-cf, IP: 192.168.179.32]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:49:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d4-f4-6f-aa-f9-98, IP: 192.168.179.32]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 18:56:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.39]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 19:03:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.35]
009/009_2015-10-26_18-03-55.log:<181>Oct 26 19:06:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.36]
009/010_2015-10-26_19-12-19.log:<181>Oct 26 19:18:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.36]
009/010_2015-10-26_19-12-19.log:<181>Oct 26 19:31:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.36]
009/010_2015-10-26_19-12-19.log:<181>Oct 26 19:39:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.37]
009/010_2015-10-26_19-12-19.log:<181>Oct 26 19:43:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.38]
009/011_2015-10-26_20-08-00.log:<181>Oct 26 20:13:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
009/011_2015-10-26_20-08-00.log:<181>Oct 26 20:17:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.36]
009/011_2015-10-26_20-08-00.log:<181>Oct 26 20:20:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.40]
009/011_2015-10-26_20-08-00.log:<181>Oct 26 20:22:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.40]
009/011_2015-10-26_20-08-00.log:<181>Oct 26 20:39:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
009/012_2015-10-26_21-03-34.log:<181>Oct 26 21:08:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 50-a7-2b-93-1f-a4, IP: 192.168.179.42]
009/012_2015-10-26_21-03-34.log:<181>Oct 26 21:51:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.35]
009/012_2015-10-26_21-03-34.log:<181>Oct 26 21:54:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.11]
009/012_2015-10-26_21-03-34.log:<181>Oct 26 22:04:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.39]
009/012_2015-10-26_21-03-34.log:<181>Oct 26 22:08:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.14]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:19:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.12]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:24:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.40]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:26:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.40]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:29:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.46]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:46:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.37]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 22:52:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.37]
009/013_2015-10-26_22-16-34.log:<181>Oct 26 23:07:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
009/014_2015-10-26_23-32-08.log:<181>Oct 26 23:53:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.35]
009/014_2015-10-26_23-32-08.log:<181>Oct 27 00:14:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.32]
009/014_2015-10-26_23-32-08.log:<181>Oct 27 00:18:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.31]
009/014_2015-10-26_23-32-08.log:<181>Oct 27 00:31:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.35]
009/014_2015-10-26_23-32-08.log:<181>Oct 27 00:34:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.35]
009/015_2015-10-27_01-01-31.log:<181>Oct 27 02:07:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.37]
